customer_id,company_name,industry,city,state,country,contract_tier,contract_start_date
C00298,Grupo Sigma SAS,Construcción,Mérida,YUC,MX,Estándar,2023-01-08
C00299,Almacenes Oriente SAPI,E-commerce,Mérida,YUC,MX,Básico,2024-05-21
C00300,Logística Fénix SA de CV,Farmacéutica,Querétaro,QRO,MX,Básico,2023-03-07
C00301,Almacenes Fénix SA de CV,Farmacéutica,Querétaro,QRO,MX,Estándar,2023-03-10
C00302,Distribuidora Global SAPI,Retail,Chihuahua,CHH,MX,Básico,2025-06-17
C00303,Servicios Fénix SRL,Farmacéutica,San Luis Potosí,SLP,MX,Básico,2024-04-24
C00304,Distribuidora Pacífico SRL,E-commerce,Puebla,PUE,MX,Básico,2025-12-03
C00305,Logística Global SAS,Retail,Culiacán,SIN,MX,Premium,2023-12-25
C00306,Servicios Pacífico SAS,Alimentos,Chihuahua,CHH,MX,Básico,2025-12-10
C00307,Almacenes Express SAPI,E-commerce,León,GTO,MX,Premium,2026-01-06
C00308,Grupo Global SAS,Construcción,Puebla,PUE,MX,Estándar,2025-08-06
C00309,Distribuidora Sigma SAPI,Automotriz,Puebla,PUE,MX,Estándar,2025-03-06
C00310,Transportes Global SAPI,Retail,Cancún,ROO,MX,Básico,2025-01-29
C00311,Distribuidora Fénix SAPI,Electrónica,Guadalajara,JAL,MX,Básico,2023-05-30
C00312,Grupo Express SAPI,Manufactura,Aguascalientes,AGS,MX,Estándar,2024-09-12
C00313,Distribuidora Pacífico SAPI,Automotriz,Tampico,TAM,MX,Estándar,2024-05-11
C00314,Servicios Sigma SRL,Automotriz,Chihuahua,CHH,MX,Estándar,2025-08-12
C00315,Transportes Centro SRL,Farmacéutica,Tampico,TAM,MX,Estándar,2025-08-12
C00316,Distribuidora Integral SA de CV,E-commerce,Hermosillo,SON,MX,Estándar,2023-04-04
C00317,Industrias Integral SAPI,Automotriz,Culiacán,SIN,MX,Básico,2025-05-05
C00318,Almacenes Global SRL,E-commerce,Culiacán,SIN,MX,Estándar,2024-05-18
C00319,Almacenes Integral SRL,Alimentos,Tampico,TAM,MX,Básico,2025-10-01
C00320,Comercializadora Global SA de CV,Retail,Morelia,MICH,MX,Premium,2025-09-27
C00321,Grupo Pacífico SAPI,Farmacéutica,Monterrey,NL,MX,Básico,2023-04-10
C00322,Distribuidora Global SAS,Automotriz,Puebla,PUE,MX,Básico,2023-01-19
C00323,Grupo Azteca SAS,Retail,Tampico,TAM,MX,Básico,2025-09-26
C00324,Industrias Azteca SAS,Alimentos,Toluca,MEX,MX,Básico,2026-01-02
C00325,Comercializadora Express SAPI,E-commerce,Querétaro,QRO,MX,Premium,2025-12-09
C00326,Transportes Oriente SAS,Electrónica,Toluca,MEX,MX,Estándar,2025-03-23
C00327,Transportes Azteca SA de CV,Construcción,Mérida,YUC,MX,Estándar,2024-09-06
C00328,Grupo Azteca SAPI,Manufactura,Morelia,MICH,MX,Estándar,2025-09-01
C00329,Transportes Global SA de CV,Farmacéutica,Hermosillo,SON,MX,Básico,2024-11-09
C00330,Industrias Azteca SA de CV,E-commerce,Culiacán,SIN,MX,Premium,2025-08-31
C00331,Comercializadora Oriente SA de CV,Farmacéutica,Culiacán,SIN,MX,Estándar,2023-03-09
C00332,Industrias Integral SAPI,Construcción,Chihuahua,CHH,MX,Estándar,2023-06-07
C00333,Logística Integral SA de CV,Automotriz,Morelia,MICH,MX,Básico,2024-11-10
C00334,Transportes Oriente SAS,Automotriz,Hermosillo,SON,MX,Básico,2024-04-20
C00335,Almacenes Express SRL,Construcción,Toluca,MEX,MX,Estándar,2025-07-11
C00336,Transportes Fénix SRL,Farmacéutica,Culiacán,SIN,MX,Estándar,2025-02-17
C00337,Comercializadora Pacífico SAPI,Construcción,Monterrey,NL,MX,Básico,2024-07-02
C00338,Grupo Sigma SAS,Automotriz,Querétaro,QRO,MX,Estándar,2023-07-07
C00339,Transportes Integral SAS,Electrónica,Querétaro,QRO,MX,Estándar,2023-09-29
C00340,Transportes Azteca SA de CV,Automotriz,Villahermosa,TAB,MX,Estándar,2025-04-15
C00341,Grupo Sigma SAS,Construcción,Aguascalientes,AGS,MX,Estándar,2025-02-27
C00342,Comercializadora Pacífico SAPI,Alimentos,Morelia,MICH,MX,Básico,2024-05-12
C00343,Comercializadora Del Norte SAPI,Construcción,Toluca,MEX,MX,Básico,2025-10-06
C00344,Transportes Oriente SRL,Farmacéutica,San Luis Potosí,SLP,MX,Estándar,2025-09-18
C00345,Almacenes Del Norte SAPI,E-commerce,Tampico,TAM,MX,Básico,2024-02-05
C00346,Logística Oriente SAS,Automotriz,Chihuahua,CHH,MX,Estándar,2024-11-11
C00347,Servicios Fénix SAPI,Electrónica,Puebla,PUE,MX,Básico,2024-09-07
C00348,Industrias Centro SAPI,Automotriz,Chihuahua,CHH,MX,Estándar,2024-10-15
C00349,Transportes Fénix SAPI,Alimentos,Chihuahua,CHH,MX,Estándar,2025-01-17
C00350,Almacenes Express SAS,E-commerce,Morelia,MICH,MX,Premium,2023-02-25
C00351,Almacenes Integral SRL,Farmacéutica,Monterrey,NL,MX,Básico,2025-04-17
C00352,Logística Del Norte SAS,Electrónica,Puebla,PUE,MX,Estándar,2025-05-16
C00353,Logística Global SA de CV,Automotriz,Morelia,MICH,MX,Estándar,2025-11-03
C00354,Transportes Express SRL,Alimentos,Morelia,MICH,MX,Estándar,2023-06-24
C00355,Servicios Pacífico SA de CV,Retail,Guadalajara,JAL,MX,Básico,2025-03-29
C00356,Distribuidora Centro SRL,Construcción,Mérida,YUC,MX,Estándar,2025-11-11
C00357,Comercializadora Oriente SA de CV,Electrónica,Culiacán,SIN,MX,Básico,2025-10-21
C00358,Transportes Integral SRL,E-commerce,Hermosillo,SON,MX,Básico,2023-06-25
C00359,Almacenes Oriente SAS,Manufactura,Tijuana,BCN,MX,Estándar,2025-12-03
C00360,Transportes Sigma SA de CV,Manufactura,Cancún,ROO,MX,Básico,2024-10-15
C00361,Comercializadora Express SAPI,Alimentos,Aguascalientes,AGS,MX,Básico,2023-08-12
C00362,Distribuidora Pacífico SAPI,Alimentos,Hermosillo,SON,MX,Estándar,2025-08-04
C00363,Grupo Fénix SAPI,Electrónica,Hermosillo,SON,MX,Estándar,2025-03-21
C00364,Distribuidora Express SRL,Manufactura,Chihuahua,CHH,MX,Estándar,2023-01-10
C00365,Servicios Oriente SAPI,Electrónica,Morelia,MICH,MX,Básico,2024-01-18
C00366,Servicios Fénix SAS,Construcción,Tampico,TAM,MX,Estándar,2025-12-16
C00367,Almacenes Fénix SAPI,E-commerce,Veracruz,VER,MX,Premium,2024-12-21
C00368,Comercializadora Oriente SA de CV,Farmacéutica,Culiacán,SIN,MX,Básico,2023-06-23
C00369,Comercializadora Global SAS,Construcción,León,GTO,MX,Estándar,2025-02-03
C00370,Logística Integral SAS,Alimentos,Culiacán,SIN,MX,Estándar,2025-02-24
C00371,Comercializadora Integral SRL,Electrónica,Tampico,TAM,MX,Estándar,2024-08-14
C00372,Almacenes Integral SAPI,Construcción,Veracruz,VER,MX,Premium,2023-01-20
C00373,Logística Centro SAS,Electrónica,Villahermosa,TAB,MX,Estándar,2025-10-10
C00374,Distribuidora Sigma SA de CV,E-commerce,Monterrey,NL,MX,Básico,2023-03-05
C00375,Almacenes Fénix SAS,Manufactura,San Luis Potosí,SLP,MX,Estándar,2023-12-11
C00376,Servicios Global SA de CV,Electrónica,Toluca,MEX,MX,Estándar,2026-01-17
C00377,Distribuidora Sigma SA de CV,Electrónica,Hermosillo,SON,MX,Básico,2023-07-29
C00378,Transportes Express SAPI,Automotriz,Monterrey,NL,MX,Premium,2025-06-18
C00379,Comercializadora Express SAPI,Retail,Hermosillo,SON,MX,Estándar,2023-12-06
C00380,Comercializadora Oriente SRL,E-commerce,Morelia,MICH,MX,Estándar,2024-07-29
C00381,Comercializadora Pacífico SA de CV,E-commerce,Villahermosa,TAB,MX,Premium,2023-07-15
C00382,Distribuidora Integral SRL,Farmacéutica,Puebla,PUE,MX,Estándar,2023-09-29
C00383,Comercializadora Fénix SRL,Construcción,Chihuahua,CHH,MX,Estándar,2025-09-29
C00384,Logística Global SRL,Automotriz,Monterrey,NL,MX,Estándar,2023-07-10
C00385,Grupo Del Norte SAS,Automotriz,Tampico,TAM,MX,Premium,2024-11-01
C00386,Distribuidora Pacífico SAPI,Electrónica,Morelia,MICH,MX,Básico,2025-03-25
C00387,Comercializadora Fénix SAS,Automotriz,San Luis Potosí,SLP,MX,Premium,2024-11-22
C00388,Transportes Centro SA de CV,Manufactura,Guadalajara,JAL,MX,Premium,2023-04-05
C00389,Almacenes Azteca SAS,Farmacéutica,León,GTO,MX,Premium,2025-06-22
C00390,Comercializadora Sigma SA de CV,Automotriz,Puebla,PUE,MX,Básico,2024-09-10
C00391,Grupo Pacífico SRL,Farmacéutica,Veracruz,VER,MX,Estándar,2023-12-05
C00392,Grupo Express SAS,Manufactura,Monterrey,NL,MX,Básico,2023-07-14
C00393,Almacenes Azteca SA de CV,Automotriz,Mérida,YUC,MX,Premium,2025-11-29
C00394,Almacenes Del Norte SAPI,Construcción,Hermosillo,SON,MX,Básico,2023-09-28
C00395,Servicios Oriente SRL,Alimentos,Querétaro,QRO,MX,Estándar,2023-07-31
C00396,Transportes Global SA de CV,Alimentos,Puebla,PUE,MX,Estándar,2023-10-20
C00397,Logística Fénix SAS,Farmacéutica,Tijuana,BCN,MX,Básico,2023-11-07
C00398,Transportes Fénix SAS,Automotriz,Querétaro,QRO,MX,Premium,2023-10-14
C00399,Distribuidora Sigma SA de CV,Farmacéutica,Aguascalientes,AGS,MX,Estándar,2023-10-14
C00400,Industrias Express SAPI,Construcción,San Luis Potosí,SLP,MX,Básico,2023-02-24
C00401,Almacenes Pacífico SA de CV,Farmacéutica,Guadalajara,JAL,MX,Estándar,2024-05-05
C00402,Grupo Oriente SRL,Alimentos,Monterrey,NL,MX,Estándar,2025-12-17
C00403,Servicios Global SAPI,Electrónica,Culiacán,SIN,MX,Premium,2025-05-11
C00404,Transportes Azteca SRL,Farmacéutica,Monterrey,NL,MX,Básico,2023-02-04
C00405,Industrias Global SAS,Construcción,Guadalajara,JAL,MX,Estándar,2025-03-26
C00406,Comercializadora Sigma SA de CV,E-commerce,Monterrey,NL,MX,Básico,2026-01-03
C00407,Servicios Pacífico SA de CV,E-commerce,Tijuana,BCN,MX,Estándar,2023-11-15
C00408,Distribuidora Del Norte SAS,Manufactura,Mérida,YUC,MX,Estándar,2023-04-29
C00409,Comercializadora Del Norte SA de CV,Alimentos,Guadalajara,JAL,MX,Estándar,2024-09-25
C00410,Servicios Global SRL,Alimentos,León,GTO,MX,Estándar,2025-10-13
C00411,Grupo Oriente SAS,E-commerce,Toluca,MEX,MX,Estándar,2023-08-30
C00412,Almacenes Centro SRL,Retail,Toluca,MEX,MX,Estándar,2023-06-07
C00413,Servicios Integral SRL,Manufactura,Culiacán,SIN,MX,Premium,2023-12-08
C00414,Grupo Azteca SA de CV,Farmacéutica,Querétaro,QRO,MX,Básico,2024-04-12
C00415,Comercializadora Integral SA de CV,Construcción,Veracruz,VER,MX,Básico,2025-02-23
C00416,Servicios Sigma SA de CV,Automotriz,Mérida,YUC,MX,Básico,2025-05-02
C00417,Distribuidora Global SA de CV,Construcción,Guadalajara,JAL,MX,Básico,2024-01-03
C00418,Industrias Oriente SA de CV,Electrónica,Cancún,ROO,MX,Básico,2024-08-01
C00419,Industrias Fénix SAPI,Electrónica,Tijuana,BCN,MX,Estándar,2024-08-20
C00420,Distribuidora Integral SA de CV,Construcción,Tampico,TAM,MX,Básico,2024-02-05
C00421,Grupo Oriente SA de CV,Construcción,Morelia,MICH,MX,Premium,2024-12-10
C00422,Distribuidora Global SAPI,Construcción,San Luis Potosí,SLP,MX,Estándar,2023-08-01
C00423,Industrias Del Norte SA de CV,Farmacéutica,Guadalajara,JAL,MX,Premium,2023-10-19
C00424,Servicios Centro SA de CV,Manufactura,Villahermosa,TAB,MX,Estándar,2025-04-25
C00425,Grupo Pacífico SAPI,Farmacéutica,Chihuahua,CHH,MX,Básico,2023-06-03
C00426,Servicios Oriente SAS,E-commerce,Aguascalientes,AGS,MX,Básico,2025-03-15
C00427,Transportes Integral SA de CV,Alimentos,Tijuana,BCN,MX,Estándar,2023-10-06
C00428,Transportes Global SRL,Farmacéutica,Aguascalientes,AGS,MX,Estándar,2025-04-12
C00429,Transportes Del Norte SAPI,E-commerce,Cancún,ROO,MX,Premium,2024-06-26
C00430,Servicios Integral SA de CV,Farmacéutica,Guadalajara,JAL,MX,Premium,2024-03-16
C00431,Grupo Sigma SRL,Alimentos,Chihuahua,CHH,MX,Básico,2025-11-17
C00432,Distribuidora Del Norte SAS,Manufactura,Chihuahua,CHH,MX,Premium,2025-07-15
C00433,Grupo Azteca SAPI,Alimentos,Puebla,PUE,MX,Básico,2023-09-06
C00434,Transportes Fénix SRL,Manufactura,Chihuahua,CHH,MX,Básico,2025-02-01
C00435,Almacenes Integral SA de CV,Automotriz,Monterrey,NL,MX,Básico,2024-02-09
C00436,Comercializadora Fénix SAS,Construcción,Cancún,ROO,MX,Estándar,2023-04-14
C00437,Comercializadora Oriente SAPI,Alimentos,Chihuahua,CHH,MX,Básico,2025-05-23
C00438,Grupo Fénix SAPI,E-commerce,Cancún,ROO,MX,Estándar,2023-11-01
C00439,Grupo Del Norte SRL,Construcción,Morelia,MICH,MX,Básico,2025-09-08
C00440,Distribuidora Global SA de CV,Construcción,Tijuana,BCN,MX,Estándar,2025-12-12
C00441,Almacenes Oriente SRL,Construcción,Veracruz,VER,MX,Básico,2025-09-09
C00442,Distribuidora Azteca SRL,Retail,CDMX,CDMX,MX,Premium,2024-10-15
C00443,Servicios Fénix SAPI,Alimentos,Tampico,TAM,MX,Básico,2025-12-20
C00444,Grupo Express SAS,Automotriz,Mérida,YUC,MX,Premium,2024-06-29
C00445,Distribuidora Fénix SRL,Automotriz,León,GTO,MX,Premium,2023-12-27
C00446,Comercializadora Fénix SAPI,Electrónica,CDMX,CDMX,MX,Estándar,2024-12-21
C00447,Grupo Del Norte SA de CV,Farmacéutica,León,GTO,MX,Estándar,2025-10-01
C00448,Almacenes Azteca SRL,Farmacéutica,CDMX,CDMX,MX,Premium,2025-12-14
C00449,Servicios Azteca SA de CV,Alimentos,Aguascalientes,AGS,MX,Estándar,2023-12-30
C00450,Servicios Del Norte SRL,Construcción,Puebla,PUE,MX,Estándar,2023-08-16
C00451,Servicios Integral SAPI,Construcción,Aguascalientes,AGS,MX,Estándar,2024-09-10
C00452,Comercializadora Global SRL,Farmacéutica,Tampico,TAM,MX,Estándar,2024-10-11
C00453,Industrias Sigma SAPI,Alimentos,León,GTO,MX,Estándar,2025-02-13
C00454,Grupo Integral SRL,Farmacéutica,Culiacán,SIN,MX,Estándar,2025-03-12
C00455,Comercializadora Oriente SA de CV,Farmacéutica,Querétaro,QRO,MX,Básico,2025-10-13
C00456,Transportes Oriente SAS,Retail,Aguascalientes,AGS,MX,Básico,2023-12-10
C00457,Servicios Sigma SA de CV,Retail,Mérida,YUC,MX,Básico,2023-05-19
C00458,Comercializadora Pacífico SAS,Construcción,Cancún,ROO,MX,Estándar,2025-05-09
C00459,Almacenes Fénix SAPI,Alimentos,Chihuahua,CHH,MX,Estándar,2023-07-27
C00460,Grupo Oriente SRL,Manufactura,Guadalajara,JAL,MX,Básico,2024-08-26
C00461,Comercializadora Del Norte SA de CV,Automotriz,León,GTO,MX,Estándar,2025-02-07
C00462,Logística Integral SAS,Alimentos,Tampico,TAM,MX,Básico,2023-03-05
C00463,Distribuidora Pacífico SRL,E-commerce,Aguascalientes,AGS,MX,Básico,2024-02-25
C00464,Logística Fénix SAS,Alimentos,Querétaro,QRO,MX,Básico,2023-04-12
C00465,Transportes Sigma SAS,Farmacéutica,CDMX,CDMX,MX,Básico,2025-05-25
C00466,Industrias Del Norte SAS,Manufactura,Tijuana,BCN,MX,Básico,2023-12-16
C00467,Almacenes Sigma SA de CV,Construcción,Chihuahua,CHH,MX,Básico,2025-08-22
C00468,Comercializadora Centro SA de CV,E-commerce,Chihuahua,CHH,MX,Estándar,2025-01-26
C00469,Industrias Fénix SA de CV,Alimentos,Toluca,MEX,MX,Estándar,2024-04-08
C00470,Servicios Global SAS,Farmacéutica,Querétaro,QRO,MX,Estándar,2023-06-25
C00471,Logística Global SAS,Farmacéutica,Chihuahua,CHH,MX,Estándar,2025-12-06
C00472,Grupo Global SAPI,Manufactura,Monterrey,NL,MX,Premium,2025-03-19
C00473,Comercializadora Express SAPI,Alimentos,Cancún,ROO,MX,Básico,2023-12-21
C00474,Distribuidora Integral SRL,Automotriz,Monterrey,NL,MX,Premium,2025-06-10
C00475,Logística Global SAS,Automotriz,Monterrey,NL,MX,Premium,2023-06-28
C00476,Grupo Fénix SAS,Manufactura,Villahermosa,TAB,MX,Estándar,2025-07-27
C00477,Transportes Fénix SA de CV,E-commerce,Puebla,PUE,MX,Premium,2023-07-25
C00478,Industrias Pacífico SAS,Electrónica,Veracruz,VER,MX,Básico,2025-04-21
C00479,Comercializadora Fénix SAS,Retail,Toluca,MEX,MX,Estándar,2025-04-05
C00480,Grupo Centro SRL,Automotriz,Aguascalientes,AGS,MX,Básico,2024-05-01
C00481,Industrias Centro SA de CV,Farmacéutica,San Luis Potosí,SLP,MX,Básico,2024-09-28
C00482,Industrias Pacífico SA de CV,Farmacéutica,Cancún,ROO,MX,Estándar,2024-10-19
C00483,Servicios Azteca SAPI,Manufactura,Hermosillo,SON,MX,Básico,2025-09-19
C00484,Comercializadora Global SA de CV,Alimentos,Villahermosa,TAB,MX,Básico,2025-04-06
C00485,Distribuidora Azteca SAS,Retail,Tijuana,BCN,MX,Premium,2023-04-29
C00486,Servicios Centro SAS,Manufactura,Tijuana,BCN,MX,Estándar,2024-07-15
C00487,Almacenes Fénix SAS,Alimentos,Mérida,YUC,MX,Premium,2025-02-01
C00488,Servicios Integral SRL,Manufactura,Tampico,TAM,MX,Básico,2024-12-17
C00489,Comercializadora Fénix SAPI,Farmacéutica,Chihuahua,CHH,MX,Estándar,2023-04-12
C00490,Logística Global SA de CV,Retail,Tijuana,BCN,MX,Estándar,2024-07-05
C00491,Grupo Express SRL,E-commerce,Puebla,PUE,MX,Estándar,2023-12-21
C00492,Logística Oriente SAS,E-commerce,Toluca,MEX,MX,Básico,2025-05-17
C00493,Logística Fénix SA de CV,Retail,San Luis Potosí,SLP,MX,Estándar,2025-12-02
C00494,Industrias Del Norte SAS,Manufactura,Veracruz,VER,MX,Básico,2024-08-01
C00495,Industrias Sigma SRL,Farmacéutica,Toluca,MEX,MX,Básico,2024-10-27
C00496,Logística Oriente SAPI,Retail,Mérida,YUC,MX,Estándar,2023-04-27
C00497,Logística Pacífico SAS,Retail,San Luis Potosí,SLP,MX,Estándar,2024-06-15
C00498,Servicios Express SAS,Automotriz,Culiacán,SIN,MX,Estándar,2024-01-24
C00499,Industrias Del Norte SAS,Alimentos,León,GTO,MX,Estándar,2024-01-06
C00500,Servicios Del Norte SAPI,Automotriz,Morelia,MICH,MX,Básico,2024-01-10
C00501,Servicios Oriente SRL,E-commerce,San Luis Potosí,SLP,MX,Estándar,2025-05-11
C00502,Grupo Fénix SA de CV,Electrónica,Querétaro,QRO,MX,Premium,2025-08-21
C00503,Logística Global SRL,Construcción,Villahermosa,TAB,MX,Básico,2023-09-03
C00504,Distribuidora Oriente SAS,Electrónica,Puebla,PUE,MX,Básico,2023-10-09
C00505,Almacenes Oriente SAPI,Automotriz,León,GTO,MX,Estándar,2023-06-15
C00506,Industrias Express SAPI,Alimentos,CDMX,CDMX,MX,Estándar,2025-07-14
C00507,Logística Pacífico SAS,Construcción,Monterrey,NL,MX,Premium,2023-09-23
C00508,Grupo Global SAPI,Automotriz,Chihuahua,CHH,MX,Premium,2023-01-10
C00509,Distribuidora Azteca SA de CV,Farmacéutica,Aguascalientes,AGS,MX,Básico,2025-12-23
C00510,Comercializadora Del Norte SAS,E-commerce,Veracruz,VER,MX,Básico,2024-10-01
C00511,Industrias Centro SRL,Construcción,Guadalajara,JAL,MX,Premium,2024-09-02
C00512,Almacenes Oriente SAPI,Alimentos,Puebla,PUE,MX,Premium,2024-12-02
C00513,Distribuidora Express SAPI,Farmacéutica,Chihuahua,CHH,MX,Estándar,2023-02-09
C00514,Comercializadora Del Norte SRL,Retail,Culiacán,SIN,MX,Estándar,2025-10-30
C00515,Grupo Fénix SA de CV,Manufactura,Toluca,MEX,MX,Estándar,2025-12-31
C00516,Transportes Pacífico SAS,Construcción,CDMX,CDMX,MX,Básico,2023-04-09
C00517,Comercializadora Express SA de CV,E-commerce,Toluca,MEX,MX,Estándar,2025-08-29
C00518,Industrias Fénix SAPI,Construcción,Querétaro,QRO,MX,Premium,2025-12-01
C00519,Transportes Sigma SA de CV,Manufactura,Querétaro,QRO,MX,Estándar,2025-11-13
C00520,Distribuidora Oriente SAS,E-commerce,Tijuana,BCN,MX,Básico,2024-06-22
C00521,Distribuidora Centro SRL,Farmacéutica,Morelia,MICH,MX,Básico,2025-10-13
C00522,Almacenes Integral SA de CV,Manufactura,Monterrey,NL,MX,Estándar,2023-08-15
C00523,Distribuidora Centro SRL,E-commerce,Querétaro,QRO,MX,Estándar,2024-06-08
C00524,Grupo Sigma SRL,Automotriz,Querétaro,QRO,MX,Estándar,2023-12-24
C00525,Grupo Azteca SAPI,Alimentos,Querétaro,QRO,MX,Básico,2023-07-14
C00526,Transportes Oriente SRL,Alimentos,Cancún,ROO,MX,Básico,2024-07-03
C00527,Industrias Pacífico SAS,Construcción,Chihuahua,CHH,MX,Estándar,2025-07-23
C00528,Comercializadora Azteca SAPI,Manufactura,León,GTO,MX,Estándar,2023-08-20
C00529,Almacenes Integral SAS,Automotriz,Culiacán,SIN,MX,Estándar,2025-09-15
C00530,Almacenes Del Norte SAS,Electrónica,Puebla,PUE,MX,Básico,2025-09-16
C00531,Grupo Global SAPI,Automotriz,Toluca,MEX,MX,Estándar,2024-10-05
C00532,Distribuidora Centro SRL,Construcción,Querétaro,QRO,MX,Básico,2025-06-05
C00533,Grupo Integral SAS,Electrónica,Morelia,MICH,MX,Premium,2023-04-22
C00534,Servicios Express SRL,E-commerce,Monterrey,NL,MX,Básico,2025-10-03
C00535,Logística Pacífico SAPI,Manufactura,Mérida,YUC,MX,Estándar,2026-02-01
C00536,Transportes Centro SAS,Automotriz,Culiacán,SIN,MX,Básico,2025-07-06
C00537,Transportes Pacífico SAS,Retail,Tampico,TAM,MX,Estándar,2023-02-06
C00538,Industrias Global SAPI,Electrónica,CDMX,CDMX,MX,Premium,2023-07-06
C00539,Distribuidora Centro SRL,Electrónica,Veracruz,VER,MX,Estándar,2023-04-22
C00540,Transportes Del Norte SAPI,Retail,Veracruz,VER,MX,Básico,2025-07-15
C00541,Servicios Del Norte SA de CV,Alimentos,San Luis Potosí,SLP,MX,Estándar,2026-01-26
C00542,Industrias Fénix SAPI,Farmacéutica,Hermosillo,SON,MX,Básico,2023-08-08
C00543,Almacenes Express SRL,Manufactura,Chihuahua,CHH,MX,Estándar,2024-03-17
C00544,Almacenes Centro SAPI,Electrónica,Guadalajara,JAL,MX,Básico,2023-09-10
C00545,Almacenes Global SAPI,Alimentos,Guadalajara,JAL,MX,Estándar,2025-06-05
C00546,Logística Fénix SRL,Construcción,Puebla,PUE,MX,Estándar,2023-08-01
C00547,Logística Oriente SRL,Electrónica,Mérida,YUC,MX,Premium,2024-07-14
C00548,Industrias Global SRL,Farmacéutica,Puebla,PUE,MX,Básico,2025-04-25
C00549,Comercializadora Integral SRL,Manufactura,San Luis Potosí,SLP,MX,Estándar,2024-12-08
C00550,Logística Global SRL,Construcción,Morelia,MICH,MX,Premium,2025-09-10
C00551,Grupo Pacífico SAPI,Retail,Villahermosa,TAB,MX,Estándar,2023-08-07
C00552,Comercializadora Sigma SRL,Alimentos,Tijuana,BCN,MX,Premium,2024-06-30
C00553,Grupo Oriente SAS,Manufactura,San Luis Potosí,SLP,MX,Estándar,2024-02-22
C00554,Logística Express SRL,Retail,Morelia,MICH,MX,Premium,2024-04-04
C00555,Servicios Global SA de CV,Retail,Chihuahua,CHH,MX,Estándar,2025-05-03
C00556,Distribuidora Oriente SAPI,Farmacéutica,Tijuana,BCN,MX,Básico,2025-06-26
C00557,Comercializadora Integral SA de CV,Construcción,León,GTO,MX,Básico,2023-06-02
C00558,Comercializadora Integral SRL,Retail,Toluca,MEX,MX,Básico,2024-06-25
C00559,Comercializadora Oriente SA de CV,E-commerce,Puebla,PUE,MX,Estándar,2023-03-23
C00560,Servicios Del Norte SRL,Farmacéutica,Culiacán,SIN,MX,Premium,2026-01-31
C00561,Comercializadora Pacífico SAS,Manufactura,Villahermosa,TAB,MX,Básico,2023-05-20
C00562,Servicios Oriente SRL,Farmacéutica,Tijuana,BCN,MX,Premium,2024-11-10
C00563,Grupo Del Norte SRL,Electrónica,Villahermosa,TAB,MX,Básico,2025-08-30
C00564,Servicios Pacífico SA de CV,Construcción,Mérida,YUC,MX,Básico,2023-03-23
C00565,Servicios Global SAS,Electrónica,San Luis Potosí,SLP,MX,Básico,2023-02-20
C00566,Transportes Del Norte SAPI,Retail,Tijuana,BCN,MX,Estándar,2024-10-18
C00567,Logística Del Norte SAPI,Construcción,Tijuana,BCN,MX,Estándar,2024-03-12
C00568,Grupo Centro SRL,Retail,Monterrey,NL,MX,Básico,2023-11-11
C00569,Industrias Global SA de CV,Farmacéutica,Guadalajara,JAL,MX,Premium,2023-12-31
C00570,Almacenes Pacífico SAS,Automotriz,Hermosillo,SON,MX,Básico,2025-03-05
C00571,Grupo Fénix SA de CV,Retail,Querétaro,QRO,MX,Estándar,2025-12-31
C00572,Transportes Sigma SRL,Manufactura,Monterrey,NL,MX,Básico,2025-01-02
C00573,Logística Azteca SAS,Alimentos,Cancún,ROO,MX,Estándar,2025-02-20
C00574,Industrias Integral SRL,Automotriz,Puebla,PUE,MX,Premium,2025-03-11
C00575,Transportes Azteca SA de CV,Construcción,CDMX,CDMX,MX,Estándar,2023-10-17
C00576,Distribuidora Oriente SAPI,Construcción,Monterrey,NL,MX,Premium,2024-09-16
C00577,Comercializadora Integral SAPI,E-commerce,Villahermosa,TAB,MX,Básico,2023-10-19
C00578,Almacenes Global SA de CV,E-commerce,León,GTO,MX,Estándar,2023-04-22
C00579,Distribuidora Fénix SAS,Automotriz,Toluca,MEX,MX,Estándar,2023-07-21
C00580,Industrias Fénix SA de CV,Farmacéutica,Mérida,YUC,MX,Básico,2023-07-24
C00581,Industrias Fénix SAPI,Automotriz,Cancún,ROO,MX,Premium,2024-11-03
C00582,Grupo Oriente SAPI,Farmacéutica,Hermosillo,SON,MX,Estándar,2023-12-12
C00583,Servicios Integral SRL,Electrónica,Hermosillo,SON,MX,Estándar,2024-07-20
C00584,Almacenes Global SA de CV,Alimentos,Veracruz,VER,MX,Estándar,2024-09-17
C00585,Comercializadora Global SAPI,E-commerce,Monterrey,NL,MX,Estándar,2024-07-28
C00586,Grupo Global SA de CV,Construcción,Monterrey,NL,MX,Estándar,2023-06-04
C00587,Industrias Global SAS,Alimentos,Tijuana,BCN,MX,Estándar,2023-03-17
C00588,Comercializadora Centro SA de CV,Construcción,Mérida,YUC,MX,Estándar,2024-08-18
C00589,Comercializadora Global SAPI,Electrónica,CDMX,CDMX,MX,Básico,2024-05-04
C00590,Almacenes Oriente SA de CV,Farmacéutica,Culiacán,SIN,MX,Estándar,2023-10-27
C00591,Industrias Oriente SAPI,Retail,Mérida,YUC,MX,Estándar,2023-05-09
C00592,Logística Centro SAS,Retail,Villahermosa,TAB,MX,Básico,2025-01-09
C00593,Industrias Sigma SAPI,Construcción,Aguascalientes,AGS,MX,Estándar,2023-07-31
