shipment_id,customer_id,driver_id,origin_city,origin_state,destination_city,destination_state,created_at,pickup_datetime,delivered_datetime,status,distance_km,weight_kg,volume_m3,base_cost_mxn,fuel_surcharge_mxn,total_cost_mxn,on_time_flag,damage_flag,tracking_events_count,notes
S0001139,C00868,D00168,Morelia,MICH,Veracruz,VER,2024-05-21 16:13:14,2024/05/22 17:35,2024-05-23 06:58:49.307155,DELIVERED, 620.96 , 128.26 ,4.06,"17,133.97","1,146.58",18281,Y,Si,7,
S0001140,C00684,D00139,Villahermosa,TAB,Morelia,MICH,2025/08/16 10:42,17-08-2025 15:24:01,2025/08/18 11:27,DELIVERED ," 1,120.97 ",373,"1,34","31,309.84",," 34,949.06 ",N,Y,1,Temperatura controlada.
S0001141,C00639,D00013,Morelia,MICH,Hermosillo,SON,01/03/2026 17:03,2026/03/02 20:23,,DELIVERED,537,"930,80","3,72"," 14,932.92 ","1.831,77","MXN 16,764.70",No,N,7,Documentación pendiente.
S0001142,C00245,D00036,CDMX,CDMX,Tijuana,BCN,2024-09-04 04:01:33,2024-09-05 09:46:33,2024-09-05 14:36:24,Delivered,216.88,"1,143.44", 2.92 ,,521.55,"MXN 4,877.30",N,TRUE,6,Prioridad alta.
S0001143,C00526,D00165,CDMX,CDMX,Morelia,MICH,2025-02-25 19:42:05,2025-02-26,26/02/2025 21:20,delivered,53,$ 5.00, 3.26 ,,"266,64","2,295.77",Si,Si,2,
S0001144,C00340,D00129,Morelia,MICH,Culiacán,SIN,2026-02-15,15/02/2026 17:26,2026-02-16 02:54:57.438680,DELIVERED,530.46,, 1.93 ,,"MXN 1,773.01","16,769.31",,TRUE,1,Incidencia: retraso por tráfico.
S0001145,C00733,D00100,Aguascalientes,AGS,León,GTO,2024/12/23 04:23,2024-12-24 11:23:34,,CNCL,"693,17","852,31",$ 2.01,,1793,"18,214.47",N,FALSE,10,Sin incidencias.
S0001146,C00493,D00061,Guadalajara,JAL,Chihuahua,CHH,16-06-2025 14:32:01,2025-06-18 00:43:01,2025-06-18 15:25:05.932296,Delivered,717,"1,143.16",2.35,"19,004.90","2,071.94","21,076.84",FALSE,Si,6,Temperatura controlada.
S0001147,C00852,D00159,León,GTO,Aguascalientes,AGS,2025-01-29 01:02:54,2025-01-30 22:54:54,2025-01-31 05:22:33.339266,DELIVERED , 220.87 ,"$ 1,765.41",6.04 m3,"5.337,00",507.28,5844,1,FALSE,2,Temperatura controlada.
S0001148,C00139,D00097,Tijuana,BCN,León,GTO,2026-01-05 15:00:09,2026-01-06 13:02:09,2026-01-07 02:33:04.558766,entregado,$ 682.66,"257,73",$ 5.11,13792,,14742,Si,TRUE,7,
S0001149,C00729,D00062,Veracruz,VER,Cancún,ROO,2024-08-10,2024-08-11,11/08/2024 19:56,entregado,"394,45",788,3.49 m3,"7,733.58","1.041,78","8.775,36",0,1,7,Documentación pendiente.
S0001150,C00186,D00068,Cancún,ROO,Veracruz,VER,2024-06-03 18:12:03,2024-06-04 02:09:03,2024-06-04 07:33:47.504706,DELIVERED,425.48,"912,97", 0.10 ,,897," 10,625.25 ",No,1,5,
S0001151,C00358,D00040,Toluca,MEX,Monterrey,NL,,2025-10-27 15:55:24,2025-10-28 02:19:12.064763,DELIVERED,403,413.27,5," 9,439.45 ","971,78","10,411.23",0,,3,Se reprogramó entrega.
S0001152,C00196,D00246,León,GTO,Puebla,PUE,20-05-2025 01:18:53,2025-05-22 00:00:53,2025/05/22 02:08,DELIVERED ,,$ 7.21,,"4.691,61",343.21," 5,034.82 ",Si,TRUE,1,
S0001153,C00639,D00056,Tijuana,BCN,Aguascalientes,AGS,2026/02/28 11:08,2026-03-02 05:44:12,,Delivered,484.28," 1,051.66 ",2.93,12258,"1,680.56","13,938.17",,TRUE,4,Dirección incompleta.
S0001154,C00017,D00027,Tijuana,BCN,Culiacán,SIN,2024/05/16 03:26,2024-05-16 18:58:29,2024/05/17 04:38,DELIVERED ,$ 728.57,"2,174.37 kg",2.53,,"1.688,27",21621,0,N,5,Se reprogramó entrega.
S0001155,C00900,D00100,León,GTO,Villahermosa,TAB,2025-12-27 19:44:43,2025-12-28,2025/12/29 01:48,CANCELLED,712," 1,144.87 ","3,65","18,563.63","1,758.76","$ 20,322.38",FALSE,N,1,Carga frágil.
S0001156,C00593,D00222,Puebla,PUE,Morelia,MICH,2025-09-25 21:40:28,2025-09-27,2025/09/27 19:35,delivered,$ 585.16,"788,68",3,,"1,220.80",14131,No,N,10,Incidencia: retraso por tráfico.
S0001157,C00737,D00220,Guadalajara,JAL,Morelia,MICH,2025-06-24 13:55:11,25/06/2025 04:13,25-06-2025 20:11:42,delivered,,"$ 1,224.83",6.76 m3," 17,704.81 ","2,130.27","$ 19,835.08",1,No,9,Temperatura controlada.
S0001158,C00319,D00082,Cancún,ROO,Toluca,MEX,,2024-06-14 03:24:52,2024-06-14 13:12:09.293437,DELIVERED,626.83,387,7.60,12084,$ 752.38,"12.836,56",0,No,7,
S0001159,C00273,D00074,Mérida,YUC,Tampico,TAM,2025-10-15 05:36:25,2025-10-15 23:56:25,2025/10/16 05:37,delivered,229.30,"1,295.74 kg",2,"MXN 6,601.25",$ 692.27,"7,293.52",Y,Si,5,Temperatura controlada.
S0001160,C00548,D00163,Culiacán,SIN,Chihuahua,CHH,2024/04/19 11:44,19-04-2024 20:08:04,2024-04-19 21:08:04,entregado, 164.29 ,1370,"5,97","$ 4,389.58", 559.73 ,"MXN 4.949,31",1,,2,Sin incidencias.
S0001161,C00538,D00035,Tijuana,BCN,Toluca,MEX,,2026-01-08 11:40:24,2026-01-08 22:09:02,entregado,650.87, 725.69 , 1.20 ," 17,441.69 ","2,339.41","19,781.10",,No,3,
S0001162,C00819,D00161,Villahermosa,TAB,Morelia,MICH,2024-01-24,24/01/2024 20:03,25-01-2024 02:49:58,delivered,334,,4.41,"MXN 9.218,71","1.107,60",10326,0,No,3,
S0001163,C00004,D00164,Morelia,MICH,San Luis Potosí,SLP,2025-09-08 17:14:36,2025-09-10 00:21:36,,DELIVERED ,600.78,,$ 2.66,"$ 13,168.63"," 1,123.23 ","14,291.86",FALSE,Si,8,Prioridad alta.
S0001164,C00079,D00131,Cancún,ROO,Querétaro,QRO,2025-12-22,2025-12-23 06:46:36,2025-12-23 17:55:38.460344,DELIVERED,"623,22","1,387.22","2,62","16,570.05"," 2,174.57 ","18,744.63",0,No,7,Incidencia: retraso por tráfico.
S0001165,C00286,D00105,Veracruz,VER,Chihuahua,CHH,2025-04-11 02:01:14,11-04-2025 22:06:14,2025/04/12 05:33,entregado,,"1,800.04 kg","5,27","10,294.47",917.59,11212,1,,7,Falta firma en POD.
S0001166,C00408,D00067,Cancún,ROO,CDMX,CDMX,2025-09-02,2025-09-03 23:20:44,04/09/2025 00:20,entregado,55.96, 94.05 ,"MXN 4,16","1.952,69",215,2167,Si,Y,4,Sin incidencias.
S0001167,C00373,D00026,Tijuana,BCN,Puebla,PUE,2025/12/09 00:02,2025-12-09 05:05:37,,DELIVERED, 718.15 ," 1,251.04 ",2.49,"MXN 19,672.12",2681,22353,N,Si,7,
S0001168,C00123,D00029,León,GTO,Aguascalientes,AGS,16-06-2024 23:48:36,2024/06/17 08:20,2024-06-17 09:20:36,delivered,10.00 km,5.00 kg,4,796.33,103.27, 899.59 ,N,FALSE,5,Falta firma en POD.
S0001169,C00371,D00053,Monterrey,NL,Chihuahua,CHH,2025-01-19 01:39:53,2025-01-20,2025-01-20,delivered,"MXN 602,52",$ 577.38,"0,55","15,897.52"," 2,202.26 ","18,099.78",No,,7,
S0001170,C00292,D00165,Cancún,ROO,Mérida,YUC,2024-08-07 19:54:13,2024-08-09 17:04:13,09/08/2024 18:35,delivered,"72,76","1.171,59",,"1.956,40","188,28","2,144.68",N,0,,Carga frágil.
S0001171,C00684,D00188,Guadalajara,JAL,Hermosillo,SON,2025-05-14 19:19:01,2025-05-15 07:07:01,2025-05-15 14:11:56.088437,Delivered,340,426,3,"$ 6,991.15",569.71,"7,560.86",1,Si,6,Carga frágil.
S0001172,C00200,D00169,Cancún,ROO,Tampico,TAM,2024-07-13 01:03:30,2024-07-13 17:42:30,2024-07-14 00:51:52.299327,delivered, -310.57 ,285.66 kg,,"6,878.00",944.54,,Y,1,8,Se reprogramó entrega.
S0001173,C00642,D00030,CDMX,CDMX,San Luis Potosí,SLP,2024-08-12 00:00:16,2024-08-12 12:40:16,,DELIVERED ,MXN 323.76, 906.66 ,2.35,7237,"MXN 717,85","7,954.87",1,Y,9,
S0001174,C00877,D00167,Cancún,ROO,Villahermosa,TAB,2024-02-19 21:07:00,,,cancelled,181.16,"937,54",3,"4,968.46", 449.06 ,"5,417.52",1,,9,
S0001175,C00468,D00248,San Luis Potosí,SLP,Toluca,MEX,2024-06-19 05:53:15,2024-06-19 12:42:15,2024-06-19 17:20:49.550362,entregado,221,MXN 155.40,MXN 3.49,"$ 4,634.84","586,89"," 5,221.73 ",Y,FALSE,1,
S0001176,C00610,D00195,Aguascalientes,AGS,Villahermosa,TAB,06/05/2024 22:47,2024-05-08 12:06:08,2024/05/08 17:28,Delivered,481.11,,"6,24","$ 9,764.02","1,054.66",10819,Si,0,9,
S0001177,C00683,D00057,Morelia,MICH,Cancún,ROO,28-03-2024 17:23:42,2024-03-29 17:30:42,2024-03-30 04:52:51.504947,DELIVERED ,592.19 km,150.02 kg,"3,14","16,894.38",2230," 19,124.36 ",,1,8,
S0001178,C00060,D00228,Querétaro,QRO,Puebla,PUE,2024-01-08 10:57:32,2024/01/09 13:12,09-01-2024 14:36:28,entregado,,720.98 kg,6.29,"3.263,94",397.69,"MXN 3.661,64",N,TRUE,5,
S0001179,C00030,D00250,San Luis Potosí,SLP,Toluca,MEX,,2024-03-19 03:03:14,2024/03/19 09:04,Delivered,355,"1,468.99 kg",,"MXN 8.332,38", 908.71 ,"9.241,09",1,0,8,Prioridad alta.
S0001180,C00385,D00095,Querétaro,QRO,CDMX,CDMX,2025/05/21 11:34,2025-05-23 01:44:50,23/05/2025 18:42,Delivered,"921,85",730.40 kg,2.24 m3,19151,2036,"21,187.13",0,,9,
S0001181,C00760,D00143,Chihuahua,CHH,Mérida,YUC,30/09/2024 03:39,2024/09/30 06:44,30-09-2024 13:09:11,DELIVERED ,368.85,"235,79",4.01,, 753.07 ," 8,134.71 ",TRUE,Si,7,
S0001182,C00020,D00016,Toluca,MEX,Puebla,PUE,,2025-06-21 20:52:45,2025/06/22 12:02,entregado,, 496.41 , 1.48 ,"16.915,93"," 1,488.69 ","18.404,62",Si,FALSE,17,Dirección incompleta.
S0001183,C00253,D00142,Cancún,ROO,Tijuana,BCN,2024-03-15 19:18:14,2024-03-17 01:15:14,2024-03-16 19:15:14,DELIVERED ,$ 121.71,"1.502,83",MXN 8.73,,428.90,"4,274.13",0,Si,7,Prioridad alta.
S0001184,C00662,D00059,Veracruz,VER,León,GTO,2025-10-13 16:49:07,,2025-10-14 05:41:36,delivered,838.85,"1,054.47",4,"22,779.63","$ 2,286.96","25,066.59",N,,4,
S0001185,C00409,D00121,San Luis Potosí,SLP,CDMX,CDMX,2025-12-04 23:11:29,2025-12-05 05:45:29,2025-12-05 21:35:41.625205,Delivered,"1,007.67","87,64",5.44,"20.679,39",1369," 22,048.39 ",TRUE,No,8,Falta firma en POD.
S0001186,C00666,D00157,Tijuana,BCN,Guadalajara,JAL,2024-11-18 07:51:32,2024-11-18 16:01:32,2024-11-19 09:48:48.192487,entregado,841.00,"1,423.85",0.10 m3," 21,990.26 ","$ 1,324.91"," 23,315.17 ",,0,6,Dirección incompleta.
S0001187,C00645,D00094,Tampico,TAM,Hermosillo,SON,2025-08-26 01:57:14,2025-08-27 15:45:14,27/08/2025 21:50,Delivered,389.78,, 2.85 ,"9,092.23", 898.68 ,"9,990.91",No,Si,5,
S0001188,C00678,D00187,Tijuana,BCN,Chihuahua,CHH,2024-05-11 05:24:16,2024-05-12 20:03:16,2024-05-14 16:26:52.288555,RETURNED,618,272.47, 4.80 ,11820, 835.44 ,"12,655.74",,,6,Carga frágil.
S0001189,C00402,D00010,Guadalajara,JAL,Veracruz,VER,2024-10-15 20:19:48,2024-10-17 14:18:48,2024-10-18 03:43:19,DELIVERED,699.40,780,3.87,"19.470,73","1,792.09"," 21,262.82 ",,Si,1,
S0001190,C00447,D00092,Cancún,ROO,Villahermosa,TAB,2025-09-11 16:25:58,12/09/2025 12:44,2025/09/12 19:09,DELIVERED,331.33 km,1395,"3,58",7126,573.71," 7,700.05 ",Y,TRUE,8,
S0001191,C00818,D00075,Toluca,MEX,Tampico,TAM,2025-04-14 06:12:16,2025-04-15 16:31:16,2025-04-15 17:31:16,DELIVERED,"39,02"," 1,091.45 ",3.33,"1,760.74","149,37","1.910,11",Y,FALSE,6,Se reprogramó entrega.
S0001192,C00344,D00186,Culiacán,SIN,Querétaro,QRO,19/11/2024 02:45,2024-11-20 06:56:47,2024-11-20 16:43:12,entregado, 529.94 , 776.08 ,"MXN 6,34","MXN 12,687.16","1,438.43","14,125.58",0,N,9,
S0001193,C00014,D00114,Mérida,YUC,Morelia,MICH,16/04/2025 07:11,17-04-2025 17:51:29,2025/04/18 04:16,Delivered,"606,07",1381,5," 13,607.54 ","918,70"," 14,526.24 ",FALSE,TRUE,2,Falta firma en POD.
S0001194,C00666,D00009,Monterrey,NL,Aguascalientes,AGS,07/02/2025 06:15,08/02/2025 07:02,2025-02-08 16:22:06.650950,entregado, 483.67 ,"1,581.17",MXN 2.82,,$ 728.41," 11,577.43 ",1,TRUE,5,
S0001195,C00437,D00105,Culiacán,SIN,Cancún,ROO,2024/03/11 21:08,2024-03-13 16:33:01,14-03-2024 01:09:24,entregado,"MXN 521,51",626.25,"6,74","12,765.46","1,183.37","13.948,83",N,TRUE,7,
S0001196,C00477,D00016,Hermosillo,SON,Villahermosa,TAB,2025-05-24 22:25:31,26/05/2025 01:44,2025-05-26 09:07:19.935896,delivered,423," 1,249.29 ","2,81",,"669,96"," 10,832.63 ",FALSE,,1,
S0001197,C00745,D00101,Guadalajara,JAL,Tampico,TAM,2024-09-03 23:09:21,2024-09-04 08:44:21,2024-09-04,Delivered,36.24 km,"1.242,79","0,73","1,627.41","200,93","MXN 1.828,34",0,N,1,Se reprogramó entrega.
S0001198,C00509,D00234,Toluca,MEX,Puebla,PUE,15/02/2024 11:14,2024-02-15 14:09:34,2024-02-15 23:14:01.455474,delivered,"294,31",686.46,"3,57","MXN 6,695.41",734.10,7430,No,1,6,
S0001199,C00512,D00248,Querétaro,QRO,San Luis Potosí,SLP,10/01/2024 20:39,2024-01-12,13/01/2024 02:19,entregado,$ 724.86,968.52 kg,1.61 m3,"17,209.09",,"MXN 18,722.48",0,FALSE,12,
S0001200,C00191,D00197,Villahermosa,TAB,San Luis Potosí,SLP,2024/08/03 06:52,2024-08-04 12:48:37,2024-08-04 20:07:09.745672,DELIVERED,"MXN 311,00",649.86 kg,3.82 m3,"$ 7,334.95", 637.33 ,"7.972,29",0,No,3,Dirección incompleta.
S0001201,C00417,D00164,Mérida,YUC,San Luis Potosí,SLP,2024-11-12 22:24:51,13-11-2024 09:44:51,13/11/2024 19:36,delivered,515.81,"5,00",3.00 m3,"10,988.94"," 1,480.94 "," 12,469.87 ",Y,1,8,Carga frágil.
S0001202,C00330,D00206,Morelia,MICH,Puebla,PUE,2025-02-12 00:17:14,2025/02/13 07:04,2025-02-13 14:20:58,DELIVERED,MXN 140.42,"936,69",4.05 m3,"MXN 2.955,46",300,"3,255.11",Y,N,2,
S0001203,C00536,D00166,Cancún,ROO,CDMX,CDMX,01-03-2026 08:26:40,2026-03-02 11:10:40,2026-03-02 22:36:59,delivered,"443,76",, 2.01 ,"11,717.73","1,248.80","MXN 12,966.53",TRUE,TRUE,9,
S0001204,C00301,D00207,Cancún,ROO,Guadalajara,JAL,2025-02-14 01:40:05,,,Cancelado,"MXN 459,22","1,340.85 kg",7,"11,531.19","1.516,54","13.047,73",1,Y,7,Se reprogramó entrega.
S0001205,C00527,D00141,Querétaro,QRO,Hermosillo,SON,2024-02-02 10:24:48,03/02/2024 00:14,2024-02-03 13:56:24.474846,delivered,MXN 808.28,"MXN 1.063,75",$ 4.57,"21,640.10"," 2,539.50 ","24.179,60",Si,No,9,Incidencia: retraso por tráfico.
S0001206,C00785,D00131,Chihuahua,CHH,Tijuana,BCN,2024-08-15 21:37:45,2024-08-16 04:52:45,2024-08-16 13:58:35,delivered, 567.29 ,339,5,"12,879.46","1,654.18","14.533,64",No,N,8,Dirección incompleta.
S0001207,C00664,D00014,Villahermosa,TAB,Tijuana,BCN,2025/11/11 07:51,12-11-2025 01:45:37,2025-11-12 13:24:34.601644,DELIVERED , 481.98 ,1717, 3.59 ,"13.851,41",1275,"15,125.92",N,No,6,
S0001208,C00039,D00048,Mérida,YUC,Culiacán,SIN,2025-03-28 02:05:06,,30/03/2025 03:34,delivered,416,"1.564,41",1.63,"MXN 11.435,50",781.96,"12,217.46",No,0,4,
S0001209,C00851,D00242,CDMX,CDMX,Querétaro,QRO,2024-06-23 12:19:15,2024-06-24 16:39:15,2024-06-24 20:43:37.746877,DELIVERED ,MXN 291.96,1812,,,561.84,"7.600,32",Y,1,3,Falta firma en POD.
S0001210,C00230,D00078,Querétaro,QRO,Culiacán,SIN,2026/01/15 08:50,2026-01-15 16:39:23,,Delivered, 474.14 ,"MXN 1.320,21",7,"MXN 13,618.16"," 1,498.42 ","15,116.58",No,No,9,
S0001211,C00658,D00150,Puebla,PUE,Villahermosa,TAB,01-03-2024 13:48:11,2024-03-03 05:25:11,2024-03-03 17:47:23.197164,delivered,,"$ 1,042.80","6,30",,"MXN 1,576.32",16857,TRUE,TRUE,4,Dirección incompleta.
S0001212,C00084,D00011,Querétaro,QRO,Veracruz,VER,12-02-2025 03:01:58,2025-02-13 21:11:58,13-02-2025 22:11:58,Delivered,253.64 km," 1,437.00 ","7,14","7,216.15","858,17"," 8,074.32 ",Y,0,6,Incidencia: retraso por tráfico.
S0001213,C00746,D00099,Chihuahua,CHH,Mérida,YUC,2024-09-03 12:15:50,2024-09-04 14:44:50,2024/09/04 19:29,delivered,225.35,"MXN 11,70","MXN 2,01","MXN 4.889,95",336.27,"5,226.22",No,N,3,Falta firma en POD.
S0001214,C00775,D00212,CDMX,CDMX,Culiacán,SIN,,2024-04-10 05:42:59,2024-04-10 15:51:35,Delivered,"532,74",862,6.16,"12,501.57","$ 1,627.47","14,129.05",TRUE,TRUE,6,Carga frágil.
S0001215,C00788,D00073,Tampico,TAM,León,GTO,2025-11-20 05:53:57,2025/11/21 15:51,2025/11/21 18:10,Delivered,122.49 km,"MXN 319,66",0.10 m3,"3,085.80",$ 352.22,3438,N,No,10,
S0001216,C00578,D00008,Monterrey,NL,Tijuana,BCN,2026-02-16 04:38:09,2026-02-16 08:49:09,16/02/2026 22:06,Delivered,"507,22",376.55, 3.75 ,"11,000.68","1.508,39","12,509.07",Y,TRUE,5,
S0001217,C00888,D00043,Veracruz,VER,Puebla,PUE,2024-03-31 16:11:52,31/03/2024 18:27,01-04-2024 02:41:27,delivered,421.89," 1,241.93 ","5,57","10,451.08","1,170.30"," 11,621.37 ",TRUE,TRUE,2,Prioridad alta.
S0001218,C00754,D00098,Tampico,TAM,Querétaro,QRO,2025-03-27 09:12:25,2025-03-28,,Delivered,$ 202.50, 818.14 ,,"4,849.39", 456.44 ,"5,305.83",No,FALSE,11,
S0001219,C00724,D00083,Guadalajara,JAL,León,GTO,2024/09/28 09:20,2024-09-29 06:59:33,2024-09-29 17:33:08.620043,DELIVERED , 423.31 ,"1,082.15",$ 5.02,"9,029.48","1,234.34",,0,1,5,Temperatura controlada.
S0001220,C00637,D00237,San Luis Potosí,SLP,CDMX,CDMX,2024-02-29 17:36:00,2024/03/01 22:49,2024/03/02 12:16,entregado,,917,6,"20.585,53","1.686,73"," 22,272.26 ",Y,N,7,
S0001221,C00035,D00182,Puebla,PUE,León,GTO,2024/12/29 15:53,2024-12-30 14:50:42,2024-12-31 04:57:03.513184,DELIVERED ,"718,63","1,160.96",6.35 m3,"20,140.84"," 2,231.19 "," 22,372.03 ",,TRUE,12,Incidencia: retraso por tráfico.
S0001222,C00774,D00227,Toluca,MEX,Tampico,TAM,2025-09-08 19:48:52,09-09-2025 02:37:52,2025-09-09 08:01:35.877401,DELIVERED,$ 258.40,"1,340.41",1.44 m3,7133,633.51,"7,766.54",No,Y,13,
S0001223,C00522,D00196,Aguascalientes,AGS,San Luis Potosí,SLP,09-05-2025 01:39:12,2025/05/10 06:57,2025-05-10 19:16:38.670321,DELIVERED, 815.04 ,,5,"18,493.59","2,053.12","20,546.71",FALSE,Si,5,Prioridad alta.
S0001224,C00579,D00138,Monterrey,NL,Culiacán,SIN,2024-03-29,2024-03-30 06:11:36,2024-03-30 07:11:36,Delivered,97.67,"1.182,85",MXN 4.43,"2,263.76",208,"2,471.67",N,FALSE,3,Prioridad alta.
S0001225,C00703,D00043,Villahermosa,TAB,León,GTO,13-01-2024 09:40:42,,,CNCL,282,736,"3,31","MXN 7,051.74","472,56"," 7,524.30 ",No,FALSE,,
S0001226,C00624,D00196,San Luis Potosí,SLP,León,GTO,04/07/2025 15:34,04/07/2025 19:22,04-07-2025 20:23:18,Delivered,"MXN 10,00",,0,,95," 1,158.61 ",,TRUE,10,Falta firma en POD.
S0001227,C00304,D00144,Chihuahua,CHH,Toluca,MEX,2024-06-30 21:10:42,2024-07-02 04:57:42,02/07/2024 12:24,entregado,311.95,932.97,"4,55",8794,620.49,"9.414,01",Y,N,4,Falta firma en POD.
S0001228,C00664,D00034,Cancún,ROO,Morelia,MICH,2025-09-02 16:47:24,2025-09-02 18:57:24,03/09/2025 08:39,delivered,"722,58","391,01", 0.34 ,"19.990,33","1.543,97"," 21,534.30 ",Si,No,13,
S0001229,C00639,D00221,San Luis Potosí,SLP,Toluca,MEX,14/07/2025 12:39,2025-07-16 08:21:07,2025-07-16 13:59:18.181778,DELIVERED,,590.85 kg,2.35 m3,"8,875.24",629.66,,,Si,2,Dirección incompleta.
S0001230,C00725,D00111,Villahermosa,TAB,Chihuahua,CHH,2024-08-08 21:19:20,2024-08-09 08:29:20,2024-08-09 11:33:21.153504,DELIVERED , 349.77 ,5,"5,23","9,551.82",645.42,10197,N,FALSE,8,
S0001231,C00651,D00036,Guadalajara,JAL,Aguascalientes,AGS,22/12/2025 19:13,24/12/2025 01:14,2025-12-24 14:07:21,DELIVERED,678.64 km,1721,"0,32","17,418.68","1,225.94",18645,N,0,5,
S0001232,C00263,D00109,Tampico,TAM,Veracruz,VER,2024-02-16 09:54:52,,,DELIVERED,$ 536.22,"MXN 1.131,73","3,23","MXN 12,066.69",,"13,313.35",Si,Si,5,Carga frágil.
S0001233,C00160,D00042,Veracruz,VER,León,GTO,22/12/2025 09:41,2025-12-23 14:05:33,2025-12-23 16:59:50.269110,Delivered,175.47,"1.626,68","MXN 2,94","4,670.67",389.82,"5.060,49",0,Y,3,
S0001234,C00718,D00057,Aguascalientes,AGS,Tampico,TAM,2026-02-13 18:22:43,14-02-2026 23:01:43,15-02-2026 07:00:15,DELIVERED ,$ 427.25," 1,217.84 ",4,"10,795.72"," 1,261.98 ","12.057,70",Si,TRUE,9,
S0001235,C00398,D00220,Culiacán,SIN,Monterrey,NL,2025-06-20 09:42:59,2025-06-22 05:22:59,2025-06-22 15:13:14.656356,delivered,628.87 km,323.44,,"11.908,24","1.182,84",,FALSE,FALSE,5,Temperatura controlada.
S0001236,C00307,D00207,Morelia,MICH,Querétaro,QRO,2025-09-15 13:56:30,2025/09/17 14:34,2025-09-18 00:30:23.558458,DELIVERED ,402.36, 5.00 ,5.84,"10.120,11","659,13"," 10,779.24 ",,No,9,Carga frágil.
S0001237,C00253,D00086,Puebla,PUE,Hermosillo,SON,13/07/2024 18:25,2024-07-15 18:14:19,2024-07-16 09:59:38.304251,DELIVERED,791,"1,157.52","4,72","MXN 18,416.32","1.106,79",19523,N,0,5,
S0001238,C00081,D00189,Guadalajara,JAL,San Luis Potosí,SLP,2025-09-05 18:27:46,06/09/2025 08:16,2025-09-06 17:11:00.591190,DELIVERED,422.22,5.00,"4,31"," 10,058.36 ",," 11,027.89 ",N,0,7,
S0001239,C00821,D00006,Aguascalientes,AGS,Toluca,MEX,2024-01-10,,2024-01-12 08:17:06,DELIVERED ,523,547,1,"10,591.31","1,213.11","11.804,41",TRUE,TRUE,6,Temperatura controlada.
S0001240,C00738,D00124,Chihuahua,CHH,CDMX,CDMX,2024/07/20 08:53,2024-07-20 15:28:15,2024-07-21 05:03:24,Delivered,,785, 4.76 ," 15,179.91 ","1,455.72","16,635.63",TRUE,No,13,
S0001241,C00532,D00066,León,GTO,Veracruz,VER,21/11/2025 07:01,2025/11/23 05:23,23-11-2025 15:34:04,Delivered,"560,83",243.00, 2.53 ,"16,079.89","1,850.27","MXN 17.930,16",TRUE,0,18,Cliente pidió entrega en recepción.
S0001242,C00348,D00136,Tampico,TAM,Villahermosa,TAB,2025-06-04 08:31:58,2025-06-04 16:41:58,,CNCL,330.17 km,"1,076.89","6,94"," 8,366.12 ",986,"9.352,41",,,8,
S0001243,C00422,D00062,Morelia,MICH,Tijuana,BCN,2025-09-17 21:55:24,2025/09/18 22:21,2025-09-18 23:43:26.088402,Delivered,$ 132.08,"1,578.46", 2.04 ,"MXN 4.108,32",486.67,"4,594.99",Si,Si,3,Carga frágil.
S0001244,C00190,D00203,Villahermosa,TAB,Guadalajara,JAL,2024/05/06 22:31,2024-05-07 04:52:36,07/05/2024 09:38,DELIVERED ,"264,94","1,142.48",3.63," 6,317.17 ",609.64,"MXN 6.926,81",1,N,1,Falta firma en POD.
S0001245,C00267,D00240,Veracruz,VER,Cancún,ROO,2024-09-12 04:16:11,2024-09-13 16:29:11,14-09-2024 03:49:13,DELIVERED ,479.04,"1.384,09", 6.32 ,"$ 12,994.98"," 1,499.50 ","14.494,47",No,Si,12,
S0001246,C00210,D00131,Culiacán,SIN,Puebla,PUE,2025-07-31 07:14:12,2025/08/02 02:24,02-08-2025 05:24:30,entregado, 138.97 ,"623,78",4,"4,180.62",570.47,"4,751.09",Y,,1,Incidencia: retraso por tráfico.
S0001247,C00414,D00158,Toluca,MEX,San Luis Potosí,SLP,27/06/2024 02:07,2024-06-28 20:42:38,29-06-2024 08:09:52,delivered,MXN 639.20,922.08 kg,"0,16",18212,1828," 20,039.81 ",Si,,6,
S0001248,C00318,D00008,San Luis Potosí,SLP,Chihuahua,CHH,07/05/2024 04:36,2024-05-07,,CANCELLED,,"1.633,43", 6.18 ," 6,496.14 ","724,20",,Y,FALSE,3,
S0001249,C00589,D00186,Cancún,ROO,León,GTO,2025-09-13 22:03:23,2025-09-14 12:09:23,,delivered,378.36, 745.22 ,MXN 6.78,"9,439.45","1,201.26"," 10,640.71 ",Si,TRUE,10,Se reprogramó entrega.
S0001250,C00244,D00073,Culiacán,SIN,Chihuahua,CHH,24-02-2024 06:23:06,25/02/2024 05:01,2024/02/25 17:25,entregado,629.84 km, 601.40 ,2.39 m3,16129,"1,152.51","17,281.57",TRUE,1,10,Sin incidencias.
S0001251,C00262,D00106,Querétaro,QRO,San Luis Potosí,SLP,2025-08-06 01:53:42,07-08-2025 14:32:42,07-08-2025 22:57:13,entregado,390,$ 797.21,MXN 2.39,"$ 9,839.07","867,78",,Si,FALSE,8,
S0001252,C00813,D00074,Puebla,PUE,Mérida,YUC,2025/09/02 10:31,2025-09-03 20:43:45,,CANCELED,"175,84","1.078,61","MXN 1,52","4,513.83",469,"$ 4,983.21",Y,Y,14,Cliente pidió entrega en recepción.
